key,translation
reporting.route_analysis,تحليل المسارات
reporting.region_analysis,تحليل المناطق
reporting.carrier_product_tab,الناقل → المنتج
reporting.route_performance,أداء المسارات ({{count}} مسار)
reporting.jk_std,معيار J+K
reporting.jk_actual,J+K الفعلي
reporting.city_performance,أداء المدن ({{count}} مدخلات)
reporting.inbound_arrow,↓ وارد
reporting.outbound_arrow,↑ صادر
reporting.region_performance,أداء المناطق ({{count}} مدخلات)
reporting.carrier_product_performance,أداء الناقل → المنتج ({{count}} ناقل)
reporting.problem_routes_column,المسارات الإشكالية
reporting.transit_days_jk,أيام العبور (J+K)
reporting.cumulative_percent,النسبة التراكمية %
reporting.cumulative_percentage_desc,النسبة التراكمية للتسليمات حسب أيام العبور. تشير الأشرطة الخضراء إلى الأيام ضمن المعيار
reporting.std_percent,النسبة المعيارية %
reporting.of_routes,من بين {{count}} مساراً
reporting.meeting_standard,مطابق للمعيار
reporting.no_penalty,بدون عقوبة
reporting.with_penalty,مع عقوبة
reporting.across_all_carriers,عبر جميع الناقلين
reporting.generating,جارٍ الإنشاء...
reporting.standard_percent,النسبة المعيارية %
reporting.actual_percent,النسبة الفعلية %
reporting.filter_no_filters,لا توجد فلاتر:
reporting.filter_region_label,المنطقة:
reporting.filter_direction_label,الاتجاه:
reporting.filter_direction_desc,تحليل جودة الخدمة الواردة مقابل الصادرة بشكل منفصل
reporting.filter_equity_status_label,حالة العدالة:
reporting.filter_equity_status_desc,تحديد المدن ذات مستويات الامتثال المحددة
reporting.filter_carrier_product_label,الناقل/المنتج:
reporting.filter_carrier_product_desc_narrow,تقييد التحليل لمزودي الخدمة أو أنواع الخدمات المحددة
reporting.filter_date_range_label,الفترة:
reporting.filter_date_range_desc,تحليل الاتجاهات خلال فترات محددة
reporting.citizens_count,{count} مواطنين
reporting.of_cities,من بين {count} مدينة
reporting.in_critical_cities,في المدن الحرجة
reporting.compliance_percent,نسبة الامتثال %
reporting.inbound_percent,النسبة الواردة %
reporting.outbound_percent,النسبة الصادرة %
reporting.treemap_size_population_color_compliance,الحجم يمثل السكان
reporting.inbound_direction,وارد
reporting.outbound_direction,صادر
reporting.avg_standard,المتوسط المعياري ({percent} %)
reporting.map_interactive_description,خريطة تفاعلية تظهر عدالة الخدمات في المدن. حجم الدائرة يمثل السكان
reporting.compliant_abbr,مطابق
reporting.std_abbr,معيار
reporting.inbound_abbr,وارد
reporting.outbound_abbr,صادر
onedb.showing_records,عرض {{filtered}} من أصل {{total}} سجلاً إجمالياً
receive_generator.title,مولد سجلات ONE DB
receive_generator.subtitle,توليد سجلات استقبال تركيبية لأغراض الاختبار والعرض
receive_generator.demo_account_only,حساب تجريبي فقط - هذه الميزة متاحة لأغراض الاختبار فقط
receive_generator.generator_configuration,تكوين المولد
receive_generator.number_of_records,عدد السجلات
receive_generator.out_of_sla_percentage,النسبة المئوية خارج اتفاقية مستوى الخدمة (%)
receive_generator.advance_variance_days,تفاوت التقدم (أيام)
receive_generator.delay_variance_days,تفاوت التأخير (أيام)
receive_generator.maximum_days_records_can_arrive_early,الحد الأقصى لعدد الأيام التي يمكن أن تصل فيها السجلات مبكرًا
receive_generator.maximum_days_records_can_be_delayed_beyond_sla,الحد الأقصى لعدد الأيام التي يمكن أن تتأخر فيها السجلات بعد اتفاقية مستوى الخدمة
receive_generator.example_records_can_arrive_between,📊 مثال: يمكن أن تصل السجلات بين {{min}} و {{max}} يومًا (اتفاقية مستوى الخدمة: {{sla}} يومًا)
receive_generator.example_out_of_sla_records_can_arrive_up_to,📊 مثال: يمكن أن تصل السجلات خارج اتفاقية مستوى الخدمة حتى {{max}} يومًا (اتفاقية مستوى الخدمة: {{sla}} يومًا\
receive_generator.products,المنتجات
receive_generator.carriers,الناقلون
receive_generator.select_all,تحديد الكل
receive_generator.selected_products,المحدد: {{count}} منتج(منتجات)
receive_generator.selected_carriers,المحدد: {{count}} ناقل(ناقلون)
receive_generator.start_date,تاريخ البدء
receive_generator.end_date,تاريخ الانتهاء
receive_generator.generation_summary,ملخص التوليد
receive_generator.summary_combinations,• <strong>{{products}}</strong> منتج(منتجات) × <strong>{{carriers}}</strong> ناقل(ناقلون) = <strong>{{total}}</strong> تركيبة(تركيبات)
receive_generator.summary_records_per_combination,• <strong>{{count}}</strong> سجل لكل تركيبة
receive_generator.summary_total_records,• <strong>~{{count}}</strong> سجل إجمالي سيتم توليده
receive_generator.summary_date_range,• نطاق التواريخ: <strong>{{start}}</strong> إلى <strong>{{end}}</strong>
receive_generator.generate_records,توليد السجلات
receive_generator.generating,جاري التوليد... {{progress}}%
receive_generator.generation_complete,اكتمل التوليد
receive_generator.successfully_created_records,تم إنشاء {{success}} سجل بنجاح{{failed}}
receive_generator.failed_records, (فشل {{count}})
admin.use_this_feature_to_prepare_accounts,استخدم هذه الميزة لتحضير الحسابات لجلسات التدريب أو العروض التوضيحية. ستقوم عملية إعادة التعيين بـ:
admin.all_operational_data,جميع البيانات التشغيلية (الخطط، الشحنات، المخزونات، الطلبات)
admin.all_configuration_data,جميع بيانات التكوين (الطوبولوجيا، لوحات التحكم، المواد، الإعدادات)
admin.use_with_caution,استخدم بحذر
admin.created,تم الإنشاء:
admin.resetting,جاري إعادة التعيين...
admin.confirm_reset,تأكيد إعادة التعيين
admin.an_unexpected_error_occurred,حدث خطأ غير متوقع
common.language,اللغة
